  Sent.                        Matched  Bracket   Cross        Correct Tag
 ID  Len.  Stat. Recal  Prec.  Bracket gold test Bracket Words  Tags Accracy
3642   13    0   26.67  23.53     4     15   17      2     13    13   100.00
3643   10    0   16.67  18.18     2     12   11      7     10     9    90.00
3644   13    0   12.50  18.18     2     16   11      3     13    13   100.00
3645   14    0   21.43  16.67     3     14   18      6     14    14   100.00
3646   13    0   18.75  16.67     3     16   18      6     13    12    92.31
3647   24    0   20.00  16.67     5     25   30      4     24    24   100.00
3648   22    0   24.14  24.14     7     29   29     11     22    21    95.45
3649   16    0   18.18  21.05     4     22   19      6     16    16   100.00
3650   18    0    8.70   9.52     2     23   21     14     18    17    94.44
3651   19    0   20.83  26.32     5     24   19      8     19    18    94.74
3652   24    0   11.11  11.54     3     27   26     13     24    24   100.00
3653   22    0   10.71  12.00     3     28   25     15     22    21    95.45
3654   13    0   23.08  16.67     3     13   18      9     13    12    92.31
3655   12    0   45.45  38.46     5     11   13      0     12    12   100.00
3656   10    0   58.33  70.00     7     12   10      0     10     9    90.00
3657   11    0   12.50  28.57     2     16    7      3     11    11   100.00
3658   24    0   10.00  13.04     3     30   23     11     24    24   100.00
3659   13    0   27.27  21.43     3     11   14      3     13    13   100.00
3660   10    0   30.77  28.57     4     13   14      4     10    10   100.00
3661   17    0   16.67  20.00     3     18   15      7     17    16    94.12
3662   22    0   13.79  14.81     4     29   27     13     22    22   100.00
3663   18    0   28.57  30.00     6     21   20      3     18    18   100.00
3664   11    0    8.33  11.11     1     12    9      2     11    10    90.91
3665   18    0   11.11   7.41     2     18   27      9     18    18   100.00
3666   13    0   13.33  15.38     2     15   13      5     13    12    92.31
3667   13    0   14.29  15.38     2     14   13      6     13    12    92.31
3668   13    0   11.76  20.00     2     17   10      6     13    12    92.31
3669   10    0   23.08  18.75     3     13   16      6     10     9    90.00
3670   11    0   26.67  36.36     4     15   11      4     11    10    90.91
3671   11    0   16.67  11.76     2     12   17      7     11    10    90.91
3672   13    0   25.00  25.00     4     16   16      5     13    13   100.00
3673   12    0   21.43  33.33     3     14    9      4     12    12   100.00
3674   18    0   19.23  23.81     5     26   21     13     18    17    94.44
3675   12    0   14.29  18.18     2     14   11      7     12    11    91.67
3676   20    0   14.29  12.00     3     21   25      7     20    20   100.00
3677   20    0   13.33   8.33     2     15   24     12     20    19    95.00
3678   20    0   17.39  20.00     4     23   20      8     20    19    95.00
3679   14    0   15.38  15.38     2     13   13      4     14    14   100.00
3680   12    0   16.67  16.67     2     12   12      6     12    11    91.67
3681   15    0    9.09  14.29     2     22   14      7     15    15   100.00
3682   17    0    8.33   9.52     2     24   21      9     17    17   100.00
3683   12    0   22.22  11.76     2      9   17      6     12    11    91.67
3684   10    0   42.86  23.08     3      7   13      7     10     9    90.00
3685   21    0   15.38  13.79     4     26   29     13     21    20    95.24
3686   13    0   18.75  30.00     3     16   10      1     13    13   100.00
3687   17    0   12.50  11.76     2     16   17      8     17    17   100.00
3688   11    0   16.67  25.00     2     12    8      5     11    10    90.91
3689   15    0   16.67  12.50     2     12   16      3     15    15   100.00
3690   11    0   18.18  25.00     2     11    8      3     11    10    90.91
3691   16    0   21.43  21.43     3     14   14      4     16    16   100.00
3692   14    0   45.45  29.41     5     11   17      4     14    14   100.00
3693   11    0    9.09  11.11     1     11    9      0     11    10    90.91
3694   12    0   27.27  23.08     3     11   13      1     12    12   100.00
3695   14    0   10.00  10.00     2     20   20      9     14    13    92.86
3696   11    0   27.27  27.27     3     11   11      0     11    11   100.00
3697   10    0   18.18  16.67     2     11   12      0     10    10   100.00
3698   13    0   18.75  20.00     3     16   15      8     13    12    92.31
3699   23    0   12.00  11.54     3     25   26     13     23    21    91.30
3700   11    0   25.00  40.00     4     16   10      2     11    11   100.00
3701   10    0   40.00  36.36     4     10   11      3     10    10   100.00
3702   12    0   35.71  38.46     5     14   13      4     12    11    91.67
3703   20    0   13.04  13.04     3     23   23     11     20    19    95.00
3704   19    0   21.05  20.00     4     19   20      3     19    19   100.00
3705   13    0   23.53  28.57     4     17   14      3     13    13   100.00
3706   12    0   17.65  16.67     3     17   18      6     12    11    91.67
3707   11    0   33.33  31.25     5     15   16      8     11    10    90.91
3708   12    0   22.22  25.00     4     18   16      8     12    11    91.67
3709   15    0   23.53  18.18     4     17   22      8     15    14    93.33
3710   11    0   44.44  26.67     4      9   15      0     11    11   100.00
3711   18    0    4.17   5.56     1     24   18      9     18    17    94.44
3712   14    0   21.43  15.79     3     14   19      4     14    14   100.00
3713   12    0   11.76  25.00     2     17    8      3     12    11    91.67
3714   18    0   11.11  11.11     2     18   18      6     18    18   100.00
3715   16    0   22.22  30.77     4     18   13      4     16    16   100.00
3716   13    0   21.43  20.00     3     14   15      8     13    10    76.92
3717   14    0   25.00  23.53     4     16   17      1     14    14   100.00
3718   16    0   18.18  23.53     4     22   17      4     16    16   100.00
3719   12    0   12.50  25.00     2     16    8      0     12    12   100.00
3720   15    0   15.00  17.65     3     20   17      5     15    14    93.33
3721   17    0    9.52  10.00     2     21   20      5     17    17   100.00
3722   20    0   15.38  14.81     4     26   27      8     20    19    95.00
3723   11    0    8.33   6.67     1     12   15     10     11    10    90.91
3724   15    0   18.75  16.67     3     16   18     12     15    14    93.33
3725   19    0   21.74  20.83     5     23   24      9     19    18    94.74
3726   21    0   11.76  10.00     2     17   20      7     21    20    95.24
3727   17    0   25.00  20.00     4     16   20      9     17    17   100.00
3728   22    0   24.14  22.58     7     29   31     10     22    22   100.00
3729   23    0   11.54   9.09     3     26   33      6     23    22    95.65
3730   15    0   25.00  23.53     4     16   17      3     15    14    93.33
3731   13    0   15.38  11.11     2     13   18      8     13    13   100.00
3732   17    0   10.53  11.76     2     19   17      9     17    16    94.12
3733   13    0   21.05  21.05     4     19   19      2     13    13   100.00
3734   13    0   30.77  19.05     4     13   21      1     13    13   100.00
3735   11    0   15.38  22.22     2     13    9      2     11    11   100.00
3736   18    0   10.53   8.33     2     19   24     14     18    17    94.44
3737   20    0   14.29  10.71     3     21   28     10     20    19    95.00
3738   11    0   35.71  38.46     5     14   13      1     11    11   100.00
3739   11    0   46.15  60.00     6     13   10      0     11    10    90.91
3740   13    0   15.38  14.29     2     13   14      8     13    12    92.31
3741   23    0   15.38  18.18     4     26   22     12     23    23   100.00
3742   14    0   14.29  14.29     2     14   14      5     14    14   100.00
3743   18    0   15.79  15.79     3     19   19      4     18    18   100.00
3744   17    0   23.08  14.29     3     13   21      5     17    17   100.00
3745   14    0   11.76  12.50     2     17   16      0     14    14   100.00
3746   19    0   10.53  10.53     2     19   19     10     19    18    94.74
3747   10    0   20.00  25.00     2     10    8      3     10    10   100.00
3748   10    0   22.22  20.00     2      9   10      4     10    10   100.00
3749   13    0   20.00  25.00     3     15   12      6     13    12    92.31
3750   16    0   23.08  20.00     3     13   15      2     16    16   100.00
3751   15    0   18.75  16.67     3     16   18      5     15    14    93.33
3752   11    0   16.67  16.67     2     12   12      5     11    11   100.00
3753   11    0   14.29  25.00     2     14    8      4     11    10    90.91
3754   12    0   14.29  18.18     2     14   11      1     12    12   100.00
3755   11    0    7.69   9.09     1     13   11      5     11    10    90.91
3756   13    0   21.43  15.79     3     14   19      9     13    12    92.31
3757   15    0   17.65  13.64     3     17   22      5     15    15   100.00
3758   13    0   20.00  16.67     3     15   18      5     13    12    92.31
3759   22    0   16.00  19.05     4     25   21      5     22    22   100.00
3760   16    0   16.67  10.53     2     12   19      9     16    15    93.75
3761   11    0   16.67  18.18     2     12   11      2     11    10    90.91
3762   10    0   15.38  18.18     2     13   11      6     10     9    90.00
3763   12    0   16.67  18.75     3     18   16      2     12    12   100.00
3764   16    0   26.32  33.33     5     19   15      2     16    16   100.00
3765   10    0   37.50  27.27     3      8   11      3     10     9    90.00
3766   19    0   27.27  24.00     6     22   25      9     19    18    94.74
3767   14    0   23.53  18.18     4     17   22      9     14    14   100.00
3768   18    0   13.64  11.11     3     22   27     12     18    18   100.00
3769   16    0   11.76  10.53     2     17   19     13     16    15    93.75
3770   10    0   38.46  55.56     5     13    9      1     10    10   100.00
3771   11    0   31.25  35.71     5     16   14      3     11    11   100.00
3772   12    0   17.65  27.27     3     17   11      1     12    12   100.00
3773   16    0   14.29  17.65     3     21   17      7     16    15    93.75
3774   19    0   15.00  14.29     3     20   21      9     19    19   100.00
3775   13    0   14.29  12.50     2     14   16      4     13    13   100.00
3776   17    0    5.88   5.88     1     17   17      8     17    16    94.12
3777   12    0   18.75  23.08     3     16   13      4     12    12   100.00
